1	1	1	1	1	1	16	16	16	0	0	0	23	29	29	29	29	23	0	0	0	0	0	0	3	3	3	3	3	0	0	12	5	5	0	0	0	3	3	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	16	0	16	0	0	0	23	29	29	29	29	23	0	0	0	0	0	0	0	0	0	0	3	0	0	5	5	12	0	3	0	3	3	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	16	16	0	0	0	0	23	29	29	29	29	23	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	3	3	0	3	3	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	16	16	0	0	0	0	20	24	18	29	17	21	0	0	1	3	3	0	0	0	0	0	12	0	0	5	0	0	0	0	0	3	3	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	16	16	16	0	0	0	0	0	0	0	0	0	0	2	2	1	1	3	3	0	0	0	0	0	5	5	5	0	3	0	0	14	3	3	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	16	16	16	16	1	0	2	2	2	13	2	0	0	2	2	1	1	1	1	3	3	0	3	0	0	0	0	12	0	14	14	14	14	3	3	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	3	0	0	0	0	12	0	4	0	3	14	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	0	0	3	0	4	4	0	3	3	3	14	3	3	3	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	0	0	0	4	4	0	0	14	15	14	14	3	3	3	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	3	5	3	3	3	14	3	1	1	1	1	1	1	1	1	1	3	0	0	12	0	4	0	3	14	14	14	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	3	5	5	12	0	0	3	3	3	1	1	1	1	1	3	3	3	0	0	0	0	4	0	14	15	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	5	5	0	0	0	0	0	0	3	3	3	3	3	3	3	0	12	0	0	0	0	3	3	14	3	14	14	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	16	14	14	14	14	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	14	0	12	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	16	16	14	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	1	3	3	16	16	16	16	16	16	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	0	0	0	0	4	4	4	4	0	0	0	0	0	1	1	1	1	3	3	16	16	16	16	16	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	5	5	0	0	0	0	0	4	0	0	0	0	0	1	1	1	1	3	3	16	16	16	0	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	5	5	0	0	12	0	0	4	0	0	0	0	0	1	1	1	1	3	3	3	16	16	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	5	5	5	0	0	0	4	4	0	12	0	0	0	1	1	1	1	3	3	3	16	16	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	3	5	5	5	0	0	4	0	0	0	0	0	0	1	1	1	1	1	1	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	3	5	12	5	5	0	4	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1
1	1	1	1	1	1	1	1	3	5	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	3	2	13	2	1	1	1	1
1	1	1	1	1	1	1	1	3	15	0	0	0	0	0	0	15	0	0	0	0	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3	0	2	2	1	1	1	1
1	1	1	1	1	1	1	1	3	15	15	15	0	0	0	15	15	0	12	0	0	15	15	3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	4	4	3	3	4	0	2	1	1	1	1
1	1	1	1	1	1	1	1	3	3	15	15	15	15	15	15	15	0	0	0	0	15	15	3	3	1	1	1	1	1	1	0	0	0	0	0	0	0	12	4	0	3	0	4	0	2	1	1	1	1
1	1	1	1	1	1	1	1	1	3	15	15	15	15	16	16	16	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	12	0	0	4	4	0	4	4	3	3	4	4	2	13	1	1	1	1
1	1	1	1	1	1	1	1	1	3	15	15	15	16	16	16	0	0	0	16	15	15	15	0	0	0	0	0	5	0	5	0	0	0	0	0	4	4	4	0	0	0	4	0	2	2	1	1	1	1
1	1	1	1	1	1	1	1	1	3	15	15	16	16	16	16	0	0	16	16	15	15	15	3	0	0	0	0	0	0	0	0	0	0	12	0	3	0	0	12	0	0	0	2	2	2	1	1	1	1
1	1	1	1	1	1	1	1	1	3	15	15	16	16	16	16	16	16	16	15	15	15	3	3	1	1	1	0	5	0	12	0	5	0	5	0	3	3	3	0	0	0	0	13	2	1	1	1	1	1
1	1	1	1	1	1	1	1	1	3	3	15	16	16	16	16	16	15	15	15	3	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2	2	2	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	3	15	15	15	15	15	15	15	15	15	3	1	1	1	1	1	0	0	0	5	0	0	15	15	15	0	0	3	3	3	2	2	2	2	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	3	3	15	15	15	15	15	15	3	3	3	1	1	1	1	1	0	0	15	15	15	15	15	15	15	15	0	3	3	2	2	13	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	15	15	15	15	15	15	15	15	15	0	3	2	2	2	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	15	15	15	15	15	15	15	3	2	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	15	15	15	15	15	2	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	15	15	15	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
